Name,Sex,Country,Swim time,Time T1,Cycle time,Time T2,Run time,Total time,T-shirt,Finish at,Swim distance,Bike distance,Run distance,Year
Judyta Kajstura,Female,POL,0 days 01:57:48,0 days 00:10:38,0 days 07:15:46,0 days 00:10:38,0 days 04:51:20,0 days 14:26:10,White,1000 meters,3800.0,180.0,42.0,2022.0
Anastasiia Romanets,Female,UKR,0 days 01:03:11,0 days 00:06:21,0 days 07:14:17,0 days 00:06:21,0 days 05:56:29,0 days 14:26:39,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Carlos Nevot Gil,Male,ESP,0 days 01:31:31,0 days 00:13:48,0 days 07:06:00,0 days 00:13:48,0 days 05:23:28,0 days 14:28:35,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Aimee Middleton,Female,GBR,0 days 01:29:14,0 days 00:05:20,0 days 06:58:16,0 days 00:05:20,0 days 05:52:54,0 days 14:31:03,Black,Gaustatoppen,3800.0,180.0,42.0,2022.0
Ian Doherty,Male,GBR,0 days 01:19:08,0 days 00:06:22,0 days 07:20:04,0 days 00:06:22,0 days 05:39:11,0 days 14:31:08,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Trond Blomberg,Male,NOR,0 days 01:23:53,0 days 00:06:21,0 days 06:55:34,0 days 00:06:21,0 days 05:59:19,0 days 14:31:28,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Stefan Ljungberg,Male,SWE,0 days 01:19:16,0 days 00:07:49,0 days 06:45:55,0 days 00:07:49,0 days 06:11:51,0 days 14:32:40,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Dirk Strassburger,Male,GER,0 days 01:10:20,0 days 00:06:15,0 days 06:31:42,0 days 00:06:15,0 days 06:38:20,0 days 14:32:52,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Jules Richards,Male,GBR,0 days 01:07:49,0 days 00:11:38,0 days 07:03:56,0 days 00:11:38,0 days 05:58:22,0 days 14:33:23,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Tiril Johansen,Female,NOR,0 days 01:40:26,0 days 00:04:46,0 days 06:47:21,0 days 00:04:46,0 days 05:56:15,0 days 14:33:34,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Thomas Johnsen Wingsternes,Male,DEN,0 days 01:22:41,0 days 00:06:52,0 days 06:51:38,0 days 00:06:52,0 days 06:05:54,0 days 14:33:56,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Andrew Fiamingo,Male,RSA,0 days 01:24:29,0 days 00:07:18,0 days 07:18:22,0 days 00:07:18,0 days 05:38:32,0 days 14:35:58,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Mario Filetti,Male,ITA,0 days 01:57:59,0 days 00:07:11,0 days 06:37:54,0 days 00:07:11,0 days 05:46:18,0 days 14:36:33,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Neira Odobasic,Female,BIH,0 days 01:22:44,0 days 00:07:27,0 days 07:01:53,0 days 00:07:27,0 days 05:57:14,0 days 14:36:45,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Aidan Jungo,Male,SUI,0 days 01:06:54,0 days 00:06:50,0 days 06:56:04,0 days 00:06:50,0 days 06:23:31,0 days 14:40:08,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Lillian Dramsdahl,Female,NOR,0 days 01:24:42,0 days 00:08:25,0 days 07:06:00,0 days 00:08:25,0 days 05:53:03,0 days 14:40:35,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Yann Derrien,Male,FRA,0 days 02:02:36,0 days 00:11:22,0 days 06:59:28,0 days 00:11:22,0 days 05:18:47,0 days 14:43:35,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
LÃ­via Mendes,Female,BRA,0 days 01:23:11,0 days 00:06:38,0 days 07:26:58,0 days 00:06:38,0 days 05:41:06,0 days 14:44:31,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Kamil Ostapski,Male,POL,0 days 01:32:30,0 days 00:09:54,0 days 07:07:08,0 days 00:09:54,0 days 05:45:55,0 days 14:45:20,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
SlavomÃ­r Praj,Male,SVK,0 days 01:45:54,0 days 00:07:13,0 days 06:19:45,0 days 00:07:13,0 days 06:26:14,0 days 14:46:19,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Sylvain Baret,Male,FRA,0 days 01:42:42,0 days 00:07:58,0 days 07:43:01,0 days 00:07:58,0 days 05:06:11,0 days 14:47:50,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Andrea Pezzetti,Male,ITA,0 days 01:13:38,0 days 00:06:41,0 days 06:52:34,0 days 00:06:41,0 days 06:28:57,0 days 14:48:31,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Maria Kjelme,Female,NOR,0 days 01:27:51,0 days 00:07:30,0 days 08:01:43,0 days 00:07:30,0 days 05:04:07,0 days 14:48:41,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Filomena Gomes,Female,POR,0 days 01:24:58,0 days 00:12:42,0 days 07:33:28,0 days 00:12:42,0 days 05:27:02,0 days 14:50:53,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Massimo Xodo,Male,ITA,0 days 01:46:57,0 days 00:09:58,0 days 07:28:54,0 days 00:09:58,0 days 05:16:44,0 days 14:52:32,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Hans Frode Andersen,Male,NOR,0 days 01:28:00,0 days 00:08:08,0 days 07:38:47,0 days 00:08:08,0 days 05:29:34,0 days 14:52:37,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Carlos Vega,Male,MEX,0 days 01:18:57,0 days 00:04:47,0 days 07:01:30,0 days 00:04:47,0 days 06:22:45,0 days 14:52:46,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Dougal Walker,Male,AUS,0 days 01:21:07,0 days 00:09:00,0 days 07:00:09,0 days 00:09:00,0 days 06:16:15,0 days 14:55:31,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Jan SchÃ¼tt,Male,GER,0 days 01:14:36,0 days 00:05:35,0 days 06:49:22,0 days 00:05:35,0 days 06:41:08,0 days 14:56:16,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Jacob Hansen,Male,USA,0 days 01:11:29,0 days 00:02:24,0 days 07:27:41,0 days 00:02:24,0 days 06:12:34,0 days 14:56:33,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Erlend Hardang,Male,NOR,0 days 01:28:58,0 days 00:07:58,0 days 06:58:34,0 days 00:07:58,0 days 06:13:19,0 days 14:56:48,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Vincent Dirkes,Male,NED,0 days 01:10:59,0 days 00:06:56,0 days 07:04:56,0 days 00:06:56,0 days 06:27:06,0 days 14:56:53,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Clement Mauvais,Male,FRA,0 days 01:36:39,0 days 00:09:14,0 days 06:38:12,0 days 00:09:14,0 days 06:24:08,0 days 14:57:28,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Daniel AlabadÃ­,Male,ESP,0 days 01:09:39,0 days 00:08:52,0 days 07:34:14,0 days 00:08:52,0 days 05:57:03,0 days 14:58:39,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Matilde Garcia,Female,POR,0 days 01:41:51,0 days 00:07:36,0 days 07:34:13,0 days 00:07:36,0 days 05:28:21,0 days 14:59:36,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
PÃ¥l Ragnar Wiik,Male,NOR,0 days 01:39:37,0 days 00:05:24,0 days 07:01:46,0 days 00:05:24,0 days 06:08:13,0 days 15:00:23,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
HervÃ© Lancien,Male,FRA,0 days 01:06:25,0 days 00:09:22,0 days 07:10:36,0 days 00:09:22,0 days 06:24:41,0 days 15:00:27,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Melanie Hayes,Female,GBR,0 days 01:39:44,0 days 00:10:28,0 days 07:31:58,0 days 00:10:28,0 days 05:27:59,0 days 15:00:36,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Espen Hogstad Hansen,Male,NOR,0 days 01:54:58,0 days 00:13:23,0 days 06:35:49,0 days 00:13:23,0 days 06:04:13,0 days 15:01:46,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Rolandas Kriugzda,Male,LTU,0 days 01:29:35,0 days 00:09:00,0 days 08:15:54,0 days 00:09:00,0 days 04:59:02,0 days 15:02:32,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Pascal Morissette,Male,CAN,0 days 01:19:05,0 days 00:10:05,0 days 07:45:28,0 days 00:10:05,0 days 05:38:31,0 days 15:03:14,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Michael Zannis,Male,GRE,0 days 01:08:06,0 days 00:06:46,0 days 07:22:05,0 days 00:06:46,0 days 06:21:06,0 days 15:04:48,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Barry Keane,Male,GBR,0 days 01:19:10,0 days 00:07:52,0 days 06:55:53,0 days 00:07:52,0 days 06:34:19,0 days 15:05:06,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Raphael David Da Silva,Male,BRA,0 days 01:05:45,0 days 00:07:56,0 days 07:19:27,0 days 00:07:56,0 days 06:24:54,0 days 15:05:57,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Patrick Brown,Male,GBR,0 days 01:03:07,0 days 00:11:16,0 days 07:13:13,0 days 00:11:16,0 days 06:27:38,0 days 15:06:29,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Sergey Yakubanets,Male,SUI,0 days 01:40:43,0 days 00:10:21,0 days 06:57:30,0 days 00:10:21,0 days 06:07:39,0 days 15:06:34,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Malin Hamnered,Female,SWE,0 days 01:24:32,0 days 00:06:43,0 days 07:30:46,0 days 00:06:43,0 days 05:58:26,0 days 15:07:10,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Odd-Erik Bunde,Male,NOR,0 days 01:30:51,0 days 00:09:38,0 days 07:12:06,0 days 00:09:38,0 days 06:05:56,0 days 15:08:08,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Rocky Ursino,Male,USA,0 days 01:11:57,0 days 00:06:53,0 days 07:46:27,0 days 00:06:53,0 days 05:56:01,0 days 15:08:11,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Alexander Hausmann,Male,AUT,0 days 01:13:49,0 days 00:06:20,0 days 07:09:47,0 days 00:06:20,0 days 06:32:28,0 days 15:08:44,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
DuÂan Tokar?Ã­k,Male,SVK,0 days 01:34:48,0 days 00:15:05,0 days 07:37:31,0 days 00:15:05,0 days 05:26:57,0 days 15:09:26,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Natalie Persson,Female,SWE,0 days 01:54:56,0 days 00:09:02,0 days 07:27:24,0 days 00:09:02,0 days 05:30:32,0 days 15:10:56,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Melissa Dowell,Female,GBR,0 days 01:07:36,0 days 00:05:00,0 days 07:20:00,0 days 00:05:00,0 days 06:34:04,0 days 15:11:40,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Sara Desrochers,Female,CAN,0 days 01:27:17,0 days 00:07:59,0 days 08:27:53,0 days 00:07:59,0 days 05:00:38,0 days 15:11:46,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Olegs Umanskis,Male,LAT,0 days 01:14:02,0 days 00:09:28,0 days 06:59:10,0 days 00:09:28,0 days 06:41:26,0 days 15:13:35,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Ricardo Teixeira,Male,POR,0 days 02:01:33,0 days 00:10:50,0 days 07:26:40,0 days 00:10:50,0 days 05:27:05,0 days 15:16:57,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Koronkiewicz Adam,Male,POL,0 days 01:23:22,0 days 00:13:10,0 days 07:17:30,0 days 00:13:10,0 days 06:09:52,0 days 15:17:05,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Sinead Conneely,Female,IRL,0 days 01:17:10,0 days 00:04:56,0 days 07:27:48,0 days 00:04:56,0 days 06:26:16,0 days 15:21:07,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Stian Dalen,Male,NOR,0 days 01:34:02,0 days 00:06:56,0 days 06:55:37,0 days 00:06:56,0 days 06:39:26,0 days 15:22:57,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Felix Wolf,Male,GER,0 days 01:13:55,0 days 00:08:30,0 days 07:04:46,0 days 00:08:30,0 days 06:48:23,0 days 15:24:03,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Michael Windfeld,Male,NOR,0 days 01:33:26,0 days 00:07:04,0 days 07:36:40,0 days 00:07:04,0 days 06:00:01,0 days 15:24:16,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Siri Ãstensen,Female,NOR,0 days 01:37:04,0 days 00:07:38,0 days 08:29:45,0 days 00:07:38,0 days 05:03:13,0 days 15:25:18,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Carlee Tulett,Female,USA,0 days 01:19:58,0 days 00:10:26,0 days 08:14:57,0 days 00:10:26,0 days 05:32:45,0 days 15:28:31,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Kathrine Woie,Female,NOR,0 days 01:43:37,0 days 00:09:35,0 days 07:26:21,0 days 00:09:35,0 days 06:00:10,0 days 15:29:18,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Thomas Bech,Male,DEN,0 days 01:22:44,0 days 00:09:46,0 days 07:14:37,0 days 00:09:46,0 days 06:33:13,0 days 15:30:05,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Vladimir Cerny,Male,SVK,0 days 01:13:58,0 days 00:04:45,0 days 07:15:28,0 days 00:04:45,0 days 06:52:21,0 days 15:31:17,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Erwin Tulleners,Male,NED,0 days 01:31:37,0 days 00:07:48,0 days 07:13:51,0 days 00:07:48,0 days 06:30:54,0 days 15:31:58,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Magnus JÃ¶nsson,Male,SWE,0 days 01:35:40,0 days 00:12:37,0 days 07:16:09,0 days 00:12:37,0 days 06:15:29,0 days 15:32:32,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Kelsey Bucher,Female,USA,0 days 00:58:51,0 days 00:08:38,0 days 07:18:22,0 days 00:08:38,0 days 06:58:47,0 days 15:33:17,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Artur Szafraniec,Male,POL,0 days 01:33:13,0 days 00:06:00,0 days 07:19:03,0 days 00:06:00,0 days 06:32:23,0 days 15:36:39,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Anna Szabo,Female,HUN,0 days 01:19:27,0 days 00:09:48,0 days 07:33:52,0 days 00:09:48,0 days 06:23:46,0 days 15:36:41,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Line Hoff,Female,NOR,0 days 01:59:34,0 days 00:05:36,0 days 07:03:28,0 days 00:05:36,0 days 06:24:34,0 days 15:38:48,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Mark Murakami,Male,USA,0 days 01:31:08,0 days 00:10:40,0 days 08:43:39,0 days 00:10:40,0 days 05:03:18,0 days 15:39:25,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Christophe Pithon,Male,FRA,0 days 01:19:50,0 days 00:07:51,0 days 06:49:04,0 days 00:07:51,0 days 07:16:09,0 days 15:40:45,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Alberto Ronzoni,Male,ITA,0 days 01:31:52,0 days 00:15:34,0 days 07:08:15,0 days 00:15:34,0 days 06:30:46,0 days 15:42:00,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Henning Werner Nielsen,Male,NOR,0 days 01:41:01,0 days 00:06:22,0 days 07:14:57,0 days 00:06:22,0 days 06:33:32,0 days 15:42:13,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Andreas Spak,Male,SWE,0 days 01:32:44,0 days 00:05:24,0 days 07:10:34,0 days 00:05:24,0 days 06:50:41,0 days 15:44:47,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Shih-Wei Lin,Male,TPE,0 days 01:24:44,0 days 00:12:34,0 days 07:09:27,0 days 00:12:34,0 days 06:46:12,0 days 15:45:30,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Pauline Stevance,Female,FRA,0 days 01:24:43,0 days 00:11:06,0 days 08:24:46,0 days 00:11:06,0 days 05:33:56,0 days 15:45:36,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Malin Fischer,Female,SWE,0 days 01:44:38,0 days 00:10:42,0 days 08:13:27,0 days 00:10:42,0 days 05:26:19,0 days 15:45:48,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Eivind Rike,Male,NOR,0 days 01:12:03,0 days 00:06:04,0 days 07:14:46,0 days 00:06:04,0 days 07:07:11,0 days 15:46:09,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Svenja Mann,Female,GER,0 days 01:20:47,0 days 00:08:30,0 days 07:46:06,0 days 00:08:30,0 days 06:24:09,0 days 15:48:01,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Gobin SÃ©bastien,Male,FRA,0 days 01:32:55,0 days 00:07:39,0 days 07:17:09,0 days 00:07:39,0 days 06:43:00,0 days 15:48:22,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Bjorn Kalkdijk,Male,NOR,0 days 01:36:53,0 days 00:06:16,0 days 07:08:00,0 days 00:06:16,0 days 06:52:52,0 days 15:50:18,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Adrian Berry,Male,GBR,0 days 01:42:20,0 days 00:10:40,0 days 06:58:30,0 days 00:10:40,0 days 06:52:16,0 days 15:54:25,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Emil Silverberg,Male,SWE,0 days 01:27:19,0 days 00:06:01,0 days 08:14:51,0 days 00:06:01,0 days 06:02:06,0 days 15:56:18,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Olivier Garcin,Male,FRA,0 days 01:14:28,0 days 00:09:06,0 days 07:20:59,0 days 00:09:06,0 days 07:04:01,0 days 15:57:40,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Thierry Seurre,Male,FRA,0 days 01:38:37,0 days 00:12:31,0 days 06:58:43,0 days 00:12:31,0 days 06:57:58,0 days 16:00:20,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
June Lium,Female,NOR,0 days 01:36:35,0 days 00:07:38,0 days 08:24:11,0 days 00:07:38,0 days 05:46:41,0 days 16:02:42,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Morten Pedersen,Male,NOR,0 days 01:24:35,0 days 00:05:44,0 days 07:31:51,0 days 00:05:44,0 days 06:56:00,0 days 16:03:53,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Kjetil Suhr,Male,NOR,0 days 01:49:47,0 days 00:19:02,0 days 07:28:40,0 days 00:19:02,0 days 06:10:59,0 days 16:07:31,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Alan Cardwell,Male,GBR,0 days 01:13:44,0 days 00:06:16,0 days 07:10:41,0 days 00:06:16,0 days 07:34:03,0 days 16:10:59,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Geert Byttebier,Male,BEL,0 days 01:24:46,0 days 00:09:08,0 days 07:48:37,0 days 00:09:08,0 days 06:42:05,0 days 16:13:43,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Bellon Julien,Male,FRA,0 days 01:25:47,0 days 00:09:14,0 days 08:02:41,0 days 00:09:14,0 days 06:27:36,0 days 16:14:33,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Minasyan Mark,Male,TUR,0 days 01:13:35,0 days 00:08:43,0 days 08:13:21,0 days 00:08:43,0 days 06:31:16,0 days 16:15:38,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Szu-Yen Kuo,Male,TPE,0 days 01:35:21,0 days 00:11:24,0 days 08:09:22,0 days 00:11:24,0 days 06:11:46,0 days 16:19:16,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Veronica Pena,Female,MEX,0 days 01:10:23,0 days 00:08:08,0 days 08:34:31,0 days 00:08:08,0 days 06:18:20,0 days 16:19:29,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Janne Kittilsen,Female,NOR,0 days 01:26:37,0 days 00:06:22,0 days 07:45:55,0 days 00:06:22,0 days 06:55:06,0 days 16:20:21,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Torger Bjorndal,Male,NOR,0 days 02:02:35,0 days 00:08:05,0 days 07:52:35,0 days 00:08:05,0 days 06:12:14,0 days 16:23:34,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Todd Manion,Male,USA,0 days 01:11:36,0 days 00:04:44,0 days 07:40:27,0 days 00:04:44,0 days 07:22:15,0 days 16:23:46,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Oscar Discua,Male,HON,0 days 01:40:49,0 days 00:12:22,0 days 08:32:39,0 days 00:12:22,0 days 05:45:57,0 days 16:24:10,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Lorn Smith,Male,GBR,0 days 01:32:56,0 days 00:15:28,0 days 08:27:34,0 days 00:15:28,0 days 05:53:50,0 days 16:25:15,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Hans-Petter Mellerud,Male,NOR,0 days 01:50:15,0 days 00:05:18,0 days 06:52:24,0 days 00:05:18,0 days 07:33:46,0 days 16:27:02,Black,Gaustatoppen,3800.0,180.0,0 days 00:00:00,2022.0
Rune Mesel,Male,NOR,0 days 01:11:11,0 days 00:10:14,0 days 08:29:17,0 days 00:10:14,0 days 06:31:52,0 days 16:32:47,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Xavi Alvarez,Male,ESP,0 days 01:09:58,0 days 00:06:50,0 days 07:57:34,0 days 00:06:50,0 days 07:16:35,0 days 16:37:47,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Andreas SchÃ¼ring,Male,GER,0 days 01:43:15,0 days 00:14:42,0 days 08:24:27,0 days 00:14:42,0 days 06:06:16,0 days 16:43:22,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Mortelette Jordan,Male,FRA,0 days 01:23:44,0 days 00:09:52,0 days 08:47:26,0 days 00:09:52,0 days 06:17:39,0 days 16:48:34,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Mahmoud Dib,Male,SYR,0 days 01:59:31,0 days 00:07:44,0 days 08:30:43,0 days 00:07:44,0 days 06:06:34,0 days 16:52:16,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Gabriella Sasi,Female,HUN,0 days 01:33:32,0 days 00:14:58,0 days 08:04:05,0 days 00:14:58,0 days 06:46:59,0 days 16:54:31,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Amber Snooks,Female,GBR,0 days 01:24:29,0 days 00:12:40,0 days 08:12:00,0 days 00:12:40,0 days 06:54:41,0 days 16:56:29,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Trine Jahr Hegdahl,Female,NOR,0 days 01:27:09,0 days 00:10:52,0 days 08:41:15,0 days 00:10:52,0 days 06:27:17,0 days 16:57:25,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Seranica Williamson,Female,AUS,0 days 01:45:10,0 days 00:06:06,0 days 08:12:41,0 days 00:06:06,0 days 06:50:53,0 days 17:00:55,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Cornelis Jan Pronk,Male,NED,0 days 01:28:02,0 days 00:09:47,0 days 08:10:42,0 days 00:09:47,0 days 07:13:21,0 days 17:11:39,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Roger Golling,Male,AUS,0 days 01:32:09,0 days 00:08:37,0 days 08:38:30,0 days 00:08:37,0 days 06:48:35,0 days 17:16:28,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Alexandre Simmler,Male,FRA,0 days 01:34:02,0 days 00:08:27,0 days 07:55:19,0 days 00:08:27,0 days 07:32:36,0 days 17:18:51,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Longoni Paolo,Male,ITA,0 days 01:31:42,0 days 00:18:45,0 days 08:23:46,0 days 00:18:45,0 days 06:46:50,0 days 17:19:48,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Barnaby Rudd,Male,GBR,0 days 01:22:05,0 days 00:16:01,0 days 08:52:15,0 days 00:16:01,0 days 06:37:06,0 days 17:23:28,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Mark Kearns,Male,IRL,0 days 01:56:40,0 days 00:11:20,0 days 08:45:52,0 days 00:11:20,0 days 06:24:38,0 days 17:29:49,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Catrine Gustafsson,Female,SWE,0 days 01:57:32,0 days 00:14:34,0 days 08:05:12,0 days 00:14:34,0 days 07:01:30,0 days 17:33:23,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Helen Livingstone,Female,GBR,0 days 01:25:47,0 days 00:14:20,0 days 09:11:14,0 days 00:14:20,0 days 06:33:13,0 days 17:38:55,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Christian Oehner,Male,AUT,0 days 01:47:46,0 days 00:14:34,0 days 09:32:55,0 days 00:14:34,0 days 06:26:36,0 days 18:16:26,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
David Hawthorne,Male,GBR,0 days 01:24:37,0 days 00:18:46,0 days 08:44:40,0 days 00:18:46,0 days 07:31:05,0 days 18:17:54,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Ben Neiburger,Male,USA,0 days 01:19:19,0 days 00:14:05,0 days 09:31:38,0 days 00:14:05,0 days 07:04:36,0 days 18:23:43,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Ian Hird,Male,GBR,0 days 01:56:23,0 days 00:12:14,0 days 08:41:28,0 days 00:12:14,0 days 07:41:31,0 days 18:43:50,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
Mark Sadler,Male,GBR,0 days 01:59:52,0 days 00:09:52,0 days 09:29:04,0 days 00:09:52,0 days 06:55:59,0 days 18:44:39,White,1000 meters,3800.0,180.0,0 days 00:00:00,2022.0
