Name,Sex,Country,Swim time,Time T1,Cycle time,Time T2,Run time,Total time,T-shirt,Finish at,Swim distance,Bike distance,Run distance,Year
Nils Marius Otterstad,Male,Norway,0 days 01:02:02,0 days 00:03:50,0 days 06:35:58,0 days 00:03:50,0 days 05:57:28,0 days 13:43:09,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Per Kristian Saastad,Male,Norway,0 days 01:33:51,0 days 00:02:59,0 days 06:49:56,0 days 00:02:59,0 days 05:14:03,0 days 13:43:48,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Bjarne Boge,Male,Norway,0 days 01:37:35,0 days 00:03:22,0 days 06:58:20,0 days 00:03:22,0 days 05:01:19,0 days 13:43:59,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Menno ter Bals,Male,Netherlands,0 days 00:55:50,0 days 00:05:04,0 days 06:53:45,0 days 00:05:04,0 days 05:45:20,0 days 13:45:04,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Thomas Lauterbach,Male,Germany,0 days 01:09:05,0 days 00:06:08,0 days 06:31:32,0 days 00:06:08,0 days 05:52:12,0 days 13:45:04,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
JÃ¶rg Mettlach,Male,Germany,0 days 00:51:35,0 days 00:02:46,0 days 06:45:07,0 days 00:02:46,0 days 06:03:06,0 days 13:45:19,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
BjÃ¸rn Tore Lunde,Male,Norway,0 days 01:14:39,0 days 00:04:00,0 days 06:26:26,0 days 00:04:00,0 days 05:56:36,0 days 13:45:41,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Audun Eide,Male,Norway,0 days 01:08:11,0 days 00:02:12,0 days 07:01:24,0 days 00:02:12,0 days 05:34:17,0 days 13:48:17,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Kjartan Roland,Male,Norway,0 days 01:11:13,0 days 00:04:50,0 days 06:57:49,0 days 00:04:50,0 days 05:34:12,0 days 13:52:55,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
BjÃ¶rn Skollerud,Male,Norway,0 days 00:53:00,0 days 00:03:04,0 days 06:37:24,0 days 00:03:04,0 days 06:17:11,0 days 13:53:42,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
PÃ¥l StrÃ¶mberg,Male,Sweden,0 days 01:00:54,0 days 00:04:38,0 days 06:51:02,0 days 00:04:38,0 days 06:09:56,0 days 14:11:07,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Andreas  Berbu,Male,Norway,0 days 01:31:34,0 days 00:02:54,0 days 07:00:21,0 days 00:02:54,0 days 05:42:04,0 days 14:19:47,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
JÃ¸rn A. Pedersen,Male,Norway,0 days 01:20:11,0 days 00:03:51,0 days 06:48:21,0 days 00:03:51,0 days 06:04:57,0 days 14:21:11,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Tom B Mikalsen,Male,Norway,0 days 01:20:31,0 days 00:04:10,0 days 07:15:40,0 days 00:04:10,0 days 05:36:41,0 days 14:21:11,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
JÃ¼rgen Schnellmann,Male,Switzerland,0 days 01:17:23,0 days 00:05:35,0 days 06:54:47,0 days 00:05:35,0 days 05:59:27,0 days 14:22:47,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Ãyvind Bredholt,Male,Norway,0 days 01:15:20,0 days 00:05:02,0 days 06:59:40,0 days 00:05:02,0 days 06:01:28,0 days 14:26:33,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Finn Thomassen,Male,Norway,0 days 01:20:41,0 days 00:05:05,0 days 07:07:09,0 days 00:05:05,0 days 05:49:54,0 days 14:27:54,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Rolf HÃ¥vard SÃ¸rland,Male,Norway,0 days 01:29:08,0 days 00:07:14,0 days 06:54:31,0 days 00:07:14,0 days 05:50:55,0 days 14:29:02,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Tor Henning Lien,Male,Norway,0 days 01:24:44,0 days 00:04:57,0 days 06:37:42,0 days 00:04:57,0 days 06:17:06,0 days 14:29:26,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Avishay Raviv,Male,Israel,0 days 01:01:14,0 days 00:04:30,0 days 07:02:07,0 days 00:04:30,0 days 06:17:40,0 days 14:30:00,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
StÃ¥le Ingebrigtsen,Male,Norway,0 days 01:27:31,0 days 00:04:29,0 days 07:17:01,0 days 00:04:29,0 days 05:36:30,0 days 14:30:00,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Leif Solstad,Male,Norway,0 days 01:08:51,0 days 00:04:38,0 days 07:12:43,0 days 00:04:38,0 days 06:07:57,0 days 14:38:47,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Jan  RÃ¸yneberg,Male,Norway,0 days 01:17:19,0 days 00:02:34,0 days 06:58:16,0 days 00:02:34,0 days 06:20:14,0 days 14:40:58,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Chris Grundberg,Male,United Kingdom,0 days 01:12:20,0 days 00:09:10,0 days 06:38:01,0 days 00:09:10,0 days 06:32:18,0 days 14:40:58,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
HÃ¥kon Sagberg,Male,Norway,0 days 01:15:20,0 days 00:08:42,0 days 07:24:35,0 days 00:08:42,0 days 05:44:46,0 days 14:42:04,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Yngvar UdÃ¸,Male,Norway,0 days 01:24:34,0 days 00:04:36,0 days 06:45:21,0 days 00:04:36,0 days 06:25:34,0 days 14:44:40,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Marie Veslestaul,Female,Norway,0 days 01:22:19,0 days 00:05:52,0 days 07:17:13,0 days 00:05:52,0 days 05:55:10,0 days 14:46:25,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Tore Blokkum,Male,Norway,0 days 01:16:36,0 days 00:03:49,0 days 07:05:01,0 days 00:03:49,0 days 06:18:39,0 days 14:47:54,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Karsten Schmidt-Schoormann,Male,Germany,0 days 01:16:32,0 days 00:06:18,0 days 07:33:51,0 days 00:06:18,0 days 05:45:24,0 days 14:48:24,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Petter Berland,Male,Norway,0 days 01:17:07,0 days 00:08:09,0 days 07:34:37,0 days 00:08:09,0 days 05:42:23,0 days 14:50:25,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Jason Sawyer,Male,Great Britain,0 days 01:04:25,0 days 00:02:48,0 days 07:00:40,0 days 00:02:48,0 days 06:42:53,0 days 14:53:33,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
BjÃ¸rn Chr. Borgen,Male,Norway,0 days 01:04:22,0 days 00:05:58,0 days 07:25:28,0 days 00:05:58,0 days 06:13:47,0 days 14:55:32,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Victor Selenow,Male,USA,0 days 01:01:11,0 days 00:03:20,0 days 07:35:50,0 days 00:03:20,0 days 06:17:44,0 days 15:01:24,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Kristian G Andreassen,Male,Norway,0 days 01:26:31,0 days 00:04:52,0 days 06:48:11,0 days 00:04:52,0 days 06:40:51,0 days 15:05:17,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Tore Gran,Male,Norway,0 days 01:11:26,0 days 00:06:26,0 days 07:34:26,0 days 00:06:26,0 days 06:08:55,0 days 15:07:38,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Christoph Hoch,Male,Germany,0 days 01:01:28,0 days 00:06:59,0 days 07:29:04,0 days 00:06:59,0 days 06:24:14,0 days 15:08:44,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Ben Enosh,Male,Israel,0 days 00:57:50,0 days 00:07:46,0 days 07:55:52,0 days 00:07:46,0 days 06:11:50,0 days 15:21:04,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Glenn HÃ¸gman,Male,Norway,0 days 01:19:18,0 days 00:14:28,0 days 07:59:06,0 days 00:14:28,0 days 05:34:00,0 days 15:21:20,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Per Husan,Male,Norway,0 days 01:24:58,0 days 00:02:58,0 days 07:16:57,0 days 00:02:58,0 days 06:34:28,0 days 15:22:18,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Ole RÃ¸nningen,Male,Norway,0 days 01:06:34,0 days 00:05:44,0 days 07:35:51,0 days 00:05:44,0 days 06:31:30,0 days 15:25:24,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Fredrik Jensen,Male,Norway,0 days 01:06:16,0 days 00:07:28,0 days 07:24:34,0 days 00:07:28,0 days 06:39:40,0 days 15:25:25,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Erik Thorhallsson,Male,Norway,0 days 01:35:37,0 days 00:04:31,0 days 07:52:52,0 days 00:04:31,0 days 05:49:05,0 days 15:26:36,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Thor Kristian ÃstenÃ¥ Larsen,Male,Norway,0 days 00:49:13,0 days 00:04:39,0 days 07:38:54,0 days 00:04:39,0 days 06:50:42,0 days 15:28:07,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Jan Wilhelm Werner,Male,Norway,0 days 01:22:55,0 days 00:04:08,0 days 08:07:54,0 days 00:04:08,0 days 05:49:10,0 days 15:28:16,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Bjarne Brynning,Male,Norway,0 days 01:45:05,0 days 00:05:20,0 days 07:39:58,0 days 00:05:20,0 days 05:53:27,0 days 15:29:11,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Helene Pallesen,Female,Denmark,0 days 01:17:22,0 days 00:01:34,0 days 07:52:24,0 days 00:01:34,0 days 06:20:02,0 days 15:32:55,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Liam Thier,Male,USA,0 days 01:01:13,0 days 00:02:11,0 days 07:29:55,0 days 00:02:11,0 days 06:58:45,0 days 15:34:15,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Andreas Eieland,Male,Norway,0 days 01:16:19,0 days 00:03:38,0 days 06:59:56,0 days 00:03:38,0 days 07:11:07,0 days 15:34:37,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Frank HÃ¼lsemann,Male,Germany,0 days 01:09:05,0 days 00:05:00,0 days 07:47:38,0 days 00:05:00,0 days 06:29:59,0 days 15:36:42,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Marit Svenning Berg,Female,Norway,0 days 01:10:24,0 days 00:06:50,0 days 07:57:15,0 days 00:06:50,0 days 06:17:28,0 days 15:38:46,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Thomas K. Eilertsen,Male,Norway,0 days 01:16:24,0 days 00:07:04,0 days 07:33:09,0 days 00:07:04,0 days 06:35:42,0 days 15:39:22,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Geir HÃ¸gÃ¥s,Male,Norway,0 days 01:24:16,0 days 00:06:38,0 days 07:47:11,0 days 00:06:38,0 days 06:18:56,0 days 15:43:39,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Andrew Bass,Male,England,0 days 01:18:06,0 days 00:07:36,0 days 07:54:41,0 days 00:07:36,0 days 06:17:47,0 days 15:45:45,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
AsbjÃ¸rn Skoglund,Male,Norway,0 days 01:32:05,0 days 00:04:16,0 days 08:23:29,0 days 00:04:16,0 days 05:47:06,0 days 15:51:11,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Bjarte EikÃ¥s,Male,Norway,0 days 01:14:41,0 days 00:05:08,0 days 07:36:32,0 days 00:05:08,0 days 06:52:33,0 days 15:54:03,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Mikael Granath,Male,Sweden,0 days 01:32:22,0 days 00:07:28,0 days 07:24:34,0 days 00:07:28,0 days 06:43:31,0 days 15:55:23,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Nick Hales,Male,United Kingdom,0 days 01:10:22,0 days 00:15:17,0 days 07:50:03,0 days 00:15:17,0 days 06:27:20,0 days 15:58:19,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Thor SÃ¸dal,Male,Norway,0 days 01:53:41,0 days 00:06:32,0 days 07:55:42,0 days 00:06:32,0 days 05:56:43,0 days 15:59:11,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Tommy  Aslaksen,Male,Norway,0 days 01:29:50,0 days 00:07:56,0 days 07:50:01,0 days 00:07:56,0 days 06:24:58,0 days 16:00:42,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Adeleid Haugen,Female,Norway,0 days 01:20:28,0 days 00:05:27,0 days 08:00:42,0 days 00:05:27,0 days 06:29:39,0 days 16:01:43,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Klaus Tyldum,Male,Norway,0 days 01:16:50,0 days 00:04:20,0 days 07:16:25,0 days 00:04:20,0 days 07:26:36,0 days 16:08:31,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Eva VeslemÃ¸y Hetland,Female,Norway,0 days 01:28:17,0 days 00:03:20,0 days 07:36:46,0 days 00:03:20,0 days 06:56:47,0 days 16:08:31,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Raymond Henriksen,Male,Norway,0 days 01:19:15,0 days 00:10:10,0 days 07:48:21,0 days 00:10:10,0 days 06:41:53,0 days 16:09:49,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Lars Kristian Vehus,Male,Norway,0 days 01:39:14,0 days 00:06:29,0 days 07:06:38,0 days 00:06:29,0 days 07:13:27,0 days 16:12:17,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Ilan Groher,Male,Israel,0 days 01:01:34,0 days 00:06:54,0 days 07:53:58,0 days 00:06:54,0 days 07:06:03,0 days 16:15:23,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Erik Jungeling,Male,Norway,0 days 01:16:11,0 days 00:06:14,0 days 08:04:55,0 days 00:06:14,0 days 06:43:35,0 days 16:17:10,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Jesper Johansson,Male,Sweden,0 days 01:34:12,0 days 00:07:57,0 days 08:11:04,0 days 00:07:57,0 days 06:19:12,0 days 16:20:22,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Luke Baker,Male,England,0 days 01:16:56,0 days 00:08:52,0 days 07:56:18,0 days 00:08:52,0 days 06:50:22,0 days 16:21:21,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Peter  Warzelhan,Male,Germany,0 days 01:01:47,0 days 00:03:18,0 days 07:48:55,0 days 00:03:18,0 days 07:30:06,0 days 16:27:24,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Marius Johansen,Male,Norway,0 days 01:07:58,0 days 00:04:34,0 days 07:41:03,0 days 00:04:34,0 days 07:38:30,0 days 16:36:40,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Jone Jonsson,Male,Norway,0 days 01:08:51,0 days 00:04:16,0 days 08:08:24,0 days 00:04:16,0 days 07:11:37,0 days 16:37:24,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Dag Aksnes,Male,Norway,0 days 01:08:06,0 days 00:07:04,0 days 08:11:41,0 days 00:07:04,0 days 07:03:54,0 days 16:37:48,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Gary Jolliffe,Male,United Kingdom,0 days 01:22:38,0 days 00:06:34,0 days 07:49:58,0 days 00:06:34,0 days 07:12:50,0 days 16:38:35,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Andreas Rieger,Male,Germany,0 days 01:39:30,0 days 00:07:17,0 days 07:29:02,0 days 00:07:17,0 days 07:23:13,0 days 16:46:19,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
"Ingo FÃ¶rtsch, Dr.",Male,Germany,0 days 01:13:56,0 days 00:09:20,0 days 07:59:54,0 days 00:09:20,0 days 07:16:25,0 days 16:48:55,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Robert Karban,Male,Austria,0 days 01:13:27,0 days 00:10:58,0 days 07:48:48,0 days 00:10:58,0 days 07:29:53,0 days 16:54:05,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Lars-Martin Hejll,Male,Norway,0 days 01:15:56,0 days 00:07:48,0 days 07:59:12,0 days 00:07:48,0 days 07:24:17,0 days 16:55:00,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Gry Haugsnes,Female,Norway,0 days 01:22:22,0 days 00:05:34,0 days 08:28:07,0 days 00:05:34,0 days 06:53:57,0 days 16:55:34,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
HÃ¥rek Stranheim,Male,Norway,0 days 01:20:00,0 days 00:09:00,0 days 08:19:00,0 days 00:09:00,0 days 06:59:30,0 days 16:56:30,White,1000 meters,3800.0,190.0,42.0,2006.0
Matthew Wordsworth,Male,Great Britain,0 days 01:12:27,0 days 00:07:25,0 days 08:04:35,0 days 00:07:25,0 days 07:33:34,0 days 17:05:26,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Eirik BjÃ¸rgo,Male,Norway,0 days 00:56:26,0 days 00:08:52,0 days 07:58:42,0 days 00:08:52,0 days 07:52:50,0 days 17:05:42,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Janine Herweijer,Female,Netherlands,0 days 01:10:48,0 days 00:04:27,0 days 07:37:53,0 days 00:04:27,0 days 08:09:07,0 days 17:06:42,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Dave Baker,Male,England,0 days 01:22:41,0 days 00:08:28,0 days 09:00:56,0 days 00:08:28,0 days 06:27:28,0 days 17:08:00,White,1000 meters,3800.0,180.0,42.0,2006.0
Lars-Erik  Gustafsson,Male,Sweden,0 days 01:06:30,0 days 00:05:22,0 days 07:47:48,0 days 00:05:22,0 days 08:24:10,0 days 17:29:12,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Kent Linne',Male,Sweden,0 days 01:28:25,0 days 00:05:28,0 days 09:07:49,0 days 00:05:28,0 days 06:45:11,0 days 17:32:20,White,1000 meters,3800.0,180.0,42.0,2006.0
Jay Waller,Male,United Kingdom,0 days 01:01:13,0 days 00:08:18,0 days 07:53:35,0 days 00:08:18,0 days 08:22:55,0 days 17:34:20,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Henrik Bakken,Male,Norway,0 days 01:06:42,0 days 00:12:46,0 days 08:35:20,0 days 00:12:46,0 days 07:27:06,0 days 17:34:41,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Hanne Krogstad,Female,Norway,0 days 01:24:56,0 days 00:04:36,0 days 08:32:12,0 days 00:04:36,0 days 07:28:41,0 days 17:35:02,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Marius Johansen,Male,Norway,0 days 01:14:56,0 days 00:09:28,0 days 08:34:26,0 days 00:09:28,0 days 07:26:48,0 days 17:35:05,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Gunnar Alfheim,Male,Norway,0 days 02:11:00,0 days 00:13:40,0 days 08:36:00,0 days 00:13:40,0 days 06:21:40,0 days 17:36:00,White,1000 meters,3800.0,180.0,42.0,2006.0
Darren Holloway,Male,New Zealand,0 days 01:17:03,0 days 00:06:34,0 days 08:21:19,0 days 00:06:34,0 days 07:46:44,0 days 17:38:15,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Ole D. Tandberg,Male,Norway,0 days 01:24:06,0 days 00:06:26,0 days 08:30:36,0 days 00:06:26,0 days 07:31:40,0 days 17:39:14,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Per Ola TennebÃ¸,Male,Norway,0 days 01:17:32,0 days 00:13:22,0 days 09:38:32,0 days 00:13:22,0 days 06:18:07,0 days 17:40:55,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Alf Helge MÃ¸gster,Male,Norway,0 days 01:17:18,0 days 00:08:52,0 days 08:29:04,0 days 00:08:52,0 days 07:37:05,0 days 17:41:10,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Kjetil  Engja,Male,Norway,0 days 01:22:03,0 days 00:08:27,0 days 10:15:52,0 days 00:08:27,0 days 05:52:41,0 days 17:47:30,White,1000 meters,3800.0,180.0,42.0,2006.0
Geir  Haugum,Male,Norway,0 days 01:33:00,0 days 00:08:01,0 days 08:26:49,0 days 00:08:01,0 days 07:34:33,0 days 17:50:24,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
StÃ¥le Arild Grimen,Male,Norway,0 days 01:58:33,0 days 00:07:40,0 days 09:20:44,0 days 00:07:40,0 days 06:20:24,0 days 17:55:00,White,1000 meters,3800.0,180.0,42.0,2006.0
Bjarne Johannessen,Male,Norway,0 days 01:30:10,0 days 00:06:05,0 days 08:55:04,0 days 00:06:05,0 days 07:23:45,0 days 18:01:09,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Per Erik Eimhjellen,Male,Norway,0 days 01:19:51,0 days 00:09:19,0 days 08:40:40,0 days 00:09:19,0 days 07:43:40,0 days 18:02:49,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Eugene Irvin,Male,Australia,0 days 01:07:03,0 days 00:05:03,0 days 08:10:49,0 days 00:05:03,0 days 08:36:00,0 days 18:03:58,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Tom ÃrbÃ¦k,Male,Norway,0 days 01:19:37,0 days 00:10:21,0 days 08:42:01,0 days 00:10:21,0 days 07:45:45,0 days 18:08:05,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Morten Sletten Haaland,Male,Norway,0 days 01:17:57,0 days 00:06:36,0 days 08:41:28,0 days 00:06:36,0 days 07:55:27,0 days 18:08:05,Black,Gaustatoppen,3800.0,180.0,42.0,2006.0
Terje Berge,Male,Norway,0 days 01:00:59,0 days 00:10:22,0 days 09:32:31,0 days 00:10:22,0 days 07:51:07,0 days 18:45:22,White,1000 meters,3800.0,180.0,42.0,2006.0
Tord Ellingsen,Male,Norway,0 days 01:53:41,0 days 00:08:16,0 days 09:06:00,0 days 00:08:16,0 days 07:29:30,0 days 18:45:42,White,1000 meters,3800.0,180.0,42.0,2006.0
Lars Helge Fjeldstad,Male,Norway,0 days 01:28:06,0 days 00:08:20,0 days 08:51:08,0 days 00:08:20,0 days 08:29:37,0 days 19:05:30,White,1000 meters,3800.0,180.0,42.0,2006.0
Morten Dahl  Hermansen,Male,Norway,0 days 01:28:34,0 days 00:07:48,0 days 09:57:52,0 days 00:07:48,0 days 08:18:11,0 days 20:00:12,White,1000 meters,3800.0,180.0,42.0,2006.0
Lars Petter Stormo,Male,Norway,0 days 00:52:00,0 days 00:01:14,0 days 06:33:38,0 days 00:01:14,0 days 03:57:12,0 days 11:25:18,Black,1000 meters,3800.0,200.0,42.0,2007.0
Romuald LEPERS,Male,France,0 days 00:41:15,0 days 00:03:48,0 days 06:51:16,0 days 00:03:48,0 days 03:48:48,0 days 11:28:56,Black,1000 meters,3800.0,200.0,42.0,2007.0
Ole Stougaard,Male,Denmark,0 days 00:46:20,0 days 00:01:40,0 days 07:01:37,0 days 00:01:40,0 days 03:38:53,0 days 11:30:09,Black,1000 meters,3800.0,200.0,42.0,2007.0
Per Martin Lund,Male,Norway,0 days 00:48:33,0 days 00:02:02,0 days 06:22:51,0 days 00:02:02,0 days 04:21:36,0 days 11:37:04,Black,1000 meters,3800.0,200.0,42.0,2007.0
PÃ¥l Cato Elshaug,Male,Norway,0 days 00:55:01,0 days 00:02:26,0 days 06:52:03,0 days 00:02:26,0 days 03:51:09,0 days 11:43:05,Black,1000 meters,3800.0,200.0,42.0,2007.0
Kristoffer Larsen,Male,Norway,0 days 00:42:16,0 days 00:02:21,0 days 06:43:48,0 days 00:02:21,0 days 04:19:09,0 days 11:49:55,Black,1000 meters,3800.0,200.0,42.0,2007.0
Henrik Sollie,Male,Norway,0 days 00:58:12,0 days 00:03:58,0 days 07:18:22,0 days 00:03:58,0 days 03:35:30,0 days 12:00:00,Black,1000 meters,3800.0,200.0,42.0,2007.0
AsbjÃ¸rn Lohne,Male,Norway,0 days 00:51:48,0 days 00:05:59,0 days 06:52:16,0 days 00:05:59,0 days 04:07:03,0 days 12:03:05,Black,1000 meters,3800.0,200.0,42.0,2007.0
Tronn Ãskar Skjerstad,Male,Norway,0 days 00:58:00,0 days 00:03:50,0 days 06:19:32,0 days 00:03:50,0 days 04:38:41,0 days 12:03:53,Black,1000 meters,3800.0,200.0,42.0,2007.0
BjÃ¸rn Skollerud,Male,Norway,0 days 00:39:56,0 days 00:02:02,0 days 06:53:53,0 days 00:02:02,0 days 04:26:16,0 days 12:04:10,Black,1000 meters,3800.0,200.0,42.0,2007.0
Marco Haverl,Male,Austria,0 days 00:50:21,0 days 00:05:36,0 days 07:04:48,0 days 00:05:36,0 days 03:58:30,0 days 12:04:50,Black,1000 meters,3800.0,200.0,42.0,2007.0
Rune Skinnerlien,Male,Norway,0 days 00:46:20,0 days 00:03:36,0 days 07:12:48,0 days 00:03:36,0 days 04:04:51,0 days 12:11:10,Black,1000 meters,3800.0,200.0,42.0,2007.0
HÃ¥kon Imbsen,Male,Norway,0 days 00:53:56,0 days 00:02:58,0 days 06:59:48,0 days 00:02:58,0 days 04:16:06,0 days 12:15:45,Black,1000 meters,3800.0,200.0,42.0,2007.0
Jon Olsen,Male,Norway,0 days 00:55:07,0 days 00:04:28,0 days 07:11:27,0 days 00:04:28,0 days 04:08:01,0 days 12:23:30,Black,1000 meters,3800.0,200.0,42.0,2007.0
Audun Borg,Male,Norway ,0 days 00:54:20,0 days 00:03:10,0 days 06:58:56,0 days 00:03:10,0 days 04:27:27,0 days 12:27:04,Black,1000 meters,3800.0,200.0,42.0,2007.0
BjÃ¸rn-Thomas Stenersen,Male,Norway,0 days 00:58:06,0 days 00:03:30,0 days 07:02:26,0 days 00:03:30,0 days 04:23:43,0 days 12:31:15,Black,1000 meters,3800.0,200.0,42.0,2007.0
Martin RÃ¼sseler,Male,Germany,0 days 00:58:30,0 days 00:04:38,0 days 07:10:36,0 days 00:04:38,0 days 04:12:52,0 days 12:31:15,Black,1000 meters,3800.0,200.0,42.0,2007.0
Christian Houge-Thiis,Male,Norway,0 days 00:45:30,0 days 00:02:24,0 days 07:15:56,0 days 00:02:24,0 days 04:25:01,0 days 12:31:15,Black,1000 meters,3800.0,200.0,42.0,2007.0
Geir Endre Rogn,Male,Norway,0 days 00:55:41,0 days 00:03:44,0 days 07:25:14,0 days 00:03:44,0 days 04:05:58,0 days 12:34:20,Black,1000 meters,3800.0,200.0,42.0,2007.0
Geir KjÃ¦r,Male,Norway,0 days 00:55:03,0 days 00:04:02,0 days 06:48:36,0 days 00:04:02,0 days 04:45:47,0 days 12:37:30,Black,1000 meters,3800.0,200.0,42.0,2007.0
Jon Thorp,Male,Norway,0 days 00:43:16,0 days 00:03:28,0 days 07:42:03,0 days 00:03:28,0 days 04:07:17,0 days 12:39:33,Black,1000 meters,3800.0,200.0,42.0,2007.0
Stephane Groux,Male,France,0 days 00:47:20,0 days 00:03:25,0 days 07:12:13,0 days 00:03:25,0 days 04:37:47,0 days 12:44:10,Black,1000 meters,3800.0,200.0,42.0,2007.0
Vegar Bellingmo,Male,Norway,0 days 00:52:30,0 days 00:04:09,0 days 07:18:57,0 days 00:04:09,0 days 04:28:42,0 days 12:48:27,Black,1000 meters,3800.0,200.0,42.0,2007.0
